"","Year","GEOID","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10","DistrictID","District","Grade","Total_Meeting_Standard","Share_Meeting_Standard","Level","Test"
"2583","2009","5301860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22073,"Creston School District",7,0,NA,NA,"HSPE"
"2584","2009","5301890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10050,"Curlew School District",7,7,63.6,2.9,"HSPE"
"2585","2009","5301920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26059,"Cusick School District",7,6,25,1.87,"HSPE"
"2586","2009","5301980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31330,"Darrington School District",7,20,50,2.23,"HSPE"
"2587","2009","5302010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22207,"Davenport School District",7,16,38,2.23,"HSPE"
"2588","2009","5302040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,"Dayton School District",7,14,56,2.52,"HSPE"
"2589","2009","5302070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32414,"Deer Park School District",7,73,46.39,2.29,"HSPE"
"2590","2009","5302130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27343,"Dieringer School District",7,94,66.59,2.84,"HSPE"
"2591","2009","5302280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32361,"East Valley School District (Spokane)",7,139,42.29,2.24,"HSPE"
"2592","2009","5302310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206,"Eastmont School District",7,221,54,2.57,"HSPE"
"2593","2009","5302340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19028,"Easton School District",7,0,NA,NA,"HSPE"
"2594","2009","5302370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27404,"Eatonville School District",7,74,43.7,2.2,"HSPE"
"2595","2009","5302400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31015,"Edmonds School District",7,840,55,2.52,"HSPE"
"2596","2009","5302460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19401,"Ellensburg School District",7,126,58.6,2.67,"HSPE"
"2597","2009","5302490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14068,"Elma School District",7,60,50.39,2.51,"HSPE"
"2598","2009","5302520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38308,"Endicott School District",7,12,66.59,2.83,"HSPE"
"2599","2009","5302550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4127,"Entiat School District",7,16,50,2.28,"HSPE"
"2600","2009","5302610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13165,"Ephrata School District",7,83,44.1,2.22,"HSPE"
"2601","2009","5302670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31002,"Everett School District",7,787,55.5,2.6,"HSPE"
"2602","2009","5302700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6114,"Evergreen School District (Clark)",7,993,48.89,2.39,"HSPE"
"2603","2009","5302820","388","25815 27TH PL S","KENT","WA","0","LIHTC",150,"76","53","02820","Federal Way School District",17210,"Federal Way School District",7,856,51,2.48,"HSPE"
"2604","2009","5302850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37502,"Ferndale School District",7,192,54.29,2.5,"HSPE"
"2605","2009","5302880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27417,"Fife School District",7,129,51.6,2.45,"HSPE"
"2606","2009","5302910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3053,"Finley School District",7,19,26,1.87,"HSPE"
"2607","2009","5302940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27402,"Franklin Pierce School District",7,276,46.29,2.28,"HSPE"
"2608","2009","5302970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32358,"Freeman School District",7,43,49.39,2.45,"HSPE"
"2609","2009","5303000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38302,"Garfield School District",7,0,NA,NA,"HSPE"
"2610","2009","5303030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20401,"Glenwood School District",7,0,NA,NA,"HSPE"
"2611","2009","5303090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20404,"Goldendale School District",7,58,61.7,2.72,"HSPE"
"2612","2009","5303130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13301,"Grand Coulee Dam School District",7,17,32.6,1.84,"HSPE"
"2613","2009","5303150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200,"Grandview School District",7,52,21.69,1.71,"HSPE"
"2614","2009","5303180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39204,"Granger School District",7,28,24.69,1.67,"HSPE"
"2615","2009","5303210","153","605 S KENTUCKY AVE","GRANITE FALLS","WA","98252","LIHTC",20,"88","53","03210","Granite Falls School District",31332,"Granite Falls School District",7,73,41.39,2.25,"HSPE"
"2616","2009","5303240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23054,"Grapeview School District",7,10,43.39,2.17,"HSPE"
"2617","2009","5303300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103,"Green Mountain School District",7,9,75,2.99,"HSPE"
"2618","2009","5303330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34324,"Griffin School District",7,42,55.2,2.68,"HSPE"
"2619","2009","5303360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22204,"Harrington School District",7,7,70,2.8,"HSPE"
"2620","2009","5303510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39203,"Highland School District",7,42,48.2,2.3,"HSPE"
"2621","2009","5303540","339","9800 EIGHTH AVE SW","SEATTLE","WA","98106","LIHTC",88,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2622","2009","5303540","667","740 SW 96th Cir","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2623","2009","5303540","692","9905 7th Ave SW","Seattle","WA","98106","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2624","2009","5303540","1116","750 SW 96th Cir","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2625","2009","5303540","1225","9929 7th Ave SW","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2626","2009","5303540","597","710 SW 97th St","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2627","2009","5303540","1223","722 SW 100th St","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2628","2009","5303540","1071","730 SW 96th Cir","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2629","2009","5303540","1227","760 SW 97th St","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2630","2009","5303540","935","9640 8th Ave SW","Seattle","WA","98106","PUB",15,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2631","2009","5303540","809","9923 7th Ave SW","Seattle","WA","98106","PUB",5,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2632","2009","5303540","790","730 SW 100th St","Seattle","WA","98106","PUB",5,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2633","2009","5303540","799","9915 7th Ave SW","Seattle","WA","98106","PUB",10,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2634","2009","5303540","930","720 SW 96th Cir","Seattle","WA","98106","PUB",6,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2635","2009","5303540","1096","741 SW 96th Cir","Seattle","WA","98106","PUB",2,"95","53","03540","Highline School District",17401,"Highline School District",7,451,36.1,2.07,"HSPE"
"2636","2009","5303570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6098,"Hockinson School District",7,87,57.6,2.62,"HSPE"
"2637","2009","5303600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23404,"Hood Canal School District",7,7,20.5,1.64,"HSPE"
"2638","2009","5303660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14028,"Hoquiam School District",7,64,40,2.16,"HSPE"
"2639","2009","5303750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17411,"Issaquah School District",7,948,76.7,3.15,"HSPE"
"2640","2009","5303780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11056,"Kahlotus School District",7,0,NA,NA,"HSPE"
"2641","2009","5303810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8402,"Kalama School District",7,30,34.39,1.94,"HSPE"
"2642","2009","5303930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017,"Kennewick School District",7,528,50,2.41,"HSPE"
"2643","2009","5303960","336","26902 169TH PL SE","COVINGTON","WA","98042","LIHTC",121,"107","53","03960","Kent School District",17415,"Kent School District",7,1130,53.79,2.55,"HSPE"
"2644","2009","5303990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33212,"Kettle Falls School District",7,24,39.29,2.11,"HSPE"
"2645","2009","5304020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3052,"Kiona-Benton City School District",7,52,47.2,2.34,"HSPE"
"2646","2009","5304050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19403,"Kittitas School District",7,36,70.5,2.94,"HSPE"
"2647","2009","5304080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20402,"Klickitat School District",7,0,NA,NA,"HSPE"
"2648","2009","5304110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29311,"La Conner School District",7,36,58,2.64,"HSPE"
"2649","2009","5304150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38126,"LaCrosse School District",7,8,72.7,2.81,"HSPE"
"2650","2009","5304170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6101,"La Center School District",7,66,56.39,2.58,"HSPE"
"2651","2009","5304200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31004,"Lake Stevens School District",7,325,54.79,2.55,"HSPE"
"2652","2009","5304230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17414,"Lake Washington School District",7,1308,73.5,3.09,"HSPE"
"2653","2009","5304260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31306,"Lakewood School District",7,88,47,2.38,"HSPE"
"2654","2009","5304290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38264,"Lamont School District",7,3,27.19,1.54,"HSPE"
"2655","2009","5304380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32362,"Liberty School District",7,26,74.2,2.65,"HSPE"
"2656","2009","5304410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,"Lind School District",7,7,38.79,2.05,"HSPE"
"2657","2009","5304470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8122,"Longview School District",7,202,38.6,2.16,"HSPE"
"2658","2009","5304530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28144,"Lopez School District",7,0,NA,NA,"HSPE"
"2659","2009","5304560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17407,"Riverview School District",7,123,60,2.75,"HSPE"
"2660","2009","5304590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20406,"Lyle School District",7,12,42.79,2.24,"HSPE"
"2661","2009","5304620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37504,"Lynden School District",7,116,58.79,2.66,"HSPE"
"2662","2009","5304650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39120,"Mabton School District",7,17,23.6,1.7,"HSPE"
"2663","2009","5304710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9207,"Mansfield School District",7,0,NA,NA,"HSPE"
"2664","2009","5304740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4019,"Manson School District",7,8,19.5,1.6,"HSPE"
"2665","2009","5304800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23311,"Mary M Knight School District",7,5,31.19,2.12,"HSPE"
"2666","2009","5304830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33207,"Mary Walker School District",7,12,25,1.79,"HSPE"
"2667","2009","5304860","152","7527 51ST AVE NE","MARYSVILLE","WA","98270","LIHTC",45,"133","53","04860","Marysville School District",31025,"Marysville School District",7,308,35.29,2.05,"HSPE"
"2668","2009","5304860","214","7412 LARRY PRICE LOOP RD","TULALIP","WA","98271","LIHTC",25,"133","53","04860","Marysville School District",31025,"Marysville School District",7,308,35.29,2.05,"HSPE"
"2669","2009","5304890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14065,"McCleary School District",7,10,40,2.16,"HSPE"
"2670","2009","5304920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32354,"Mead School District",7,507,66.5,2.81,"HSPE"
"2671","2009","5304950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32326,"Medical Lake School District",7,78,58.6,2.63,"HSPE"
"2672","2009","5304980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17400,"Mercer Island School District",7,274,89.5,3.47,"HSPE"
"2673","2009","5305010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37505,"Meridian School District",7,46,42.89,2.21,"HSPE"
"2674","2009","5305020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24350,"Methow Valley School District",7,28,63.6,2.81,"HSPE"
"2675","2009","5305040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30031,"Mill A School District",7,0,NA,NA,"HSPE"
"2676","2009","5305130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31103,"Monroe School District",7,207,47,2.36,"HSPE"
"2677","2009","5305160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14066,"Montesano School District",7,34,33.6,1.98,"HSPE"
"2678","2009","5305190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21214,"Morton School District",7,8,40,2.15,"HSPE"
"2679","2009","5305220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13161,"Moses Lake School District",7,236,41.5,2.3,"HSPE"
"2680","2009","5305250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21206,"Mossyrock School District",7,19,38,2.02,"HSPE"
"2681","2009","5305280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39209,"Mount Adams School District",7,19,26,1.77,"HSPE"
"2682","2009","5305310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37507,"Mount Baker School District",7,102,56.6,2.52,"HSPE"
"2683","2009","5305370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39090,"East Valley School District (Yakima)",7,89,42.5,2.21,"HSPE"
"2684","2009","5305400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29320,"Mount Vernon School District",7,176,42.1,2.2,"HSPE"
"2685","2009","5305430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31006,"Mukilteo School District",7,616,56.1,2.59,"HSPE"
"2686","2009","5305460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39003,"Naches Valley School District",7,68,54.39,2.54,"HSPE"
"2687","2009","5305490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21014,"Napavine School District",7,34,64.09,2.79,"HSPE"
"2688","2009","5305520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25155,"Naselle-Grays River Valley School District",7,20,76.9,3.19,"HSPE"
"2689","2009","5305550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24014,"Nespelem School District",7,0,NA,NA,"HSPE"
"2690","2009","5305610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26056,"Newport School District",7,55,57.2,2.6,"HSPE"
"2691","2009","5305640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32325,"Nine Mile Falls School District",7,56,47.39,2.47,"HSPE"
"2692","2009","5305670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37506,"Nooksack Valley School District",7,71,58.1,2.7,"HSPE"
"2693","2009","5305700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14064,"North Beach School District",7,14,31.1,2.06,"HSPE"
"2694","2009","5305730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11051,"North Franklin School District",7,45,32.1,1.97,"HSPE"
"2695","2009","5305760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18400,"North Kitsap School District",7,280,55.29,2.53,"HSPE"
"2696","2009","5305790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23403,"North Mason School District",7,52,31.89,1.82,"HSPE"
"2697","2009","5305820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25200,"North River School District",7,0,NA,NA,"HSPE"
"2698","2009","5305850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34003,"North Thurston Public Schools",7,544,51.2,2.44,"HSPE"
"2699","2009","5305880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33211,"Northport School District",7,0,NA,NA,"HSPE"
"2700","2009","5305910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17417,"Northshore School District",7,1028,72.5,3.05,"HSPE"
"2701","2009","5305940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15201,"Oak Harbor School District",7,193,51,2.49,"HSPE"
"2702","2009","5305970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38324,"Oakesdale School District",7,0,NA,NA,"HSPE"
"2703","2009","5306000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"Oakville School District",7,3,13,1.39,"HSPE"
"2704","2009","5306060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25101,"Ocean Beach School District",7,24,42.79,2.26,"HSPE"
"2705","2009","5306090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14172,"Ocosta School District",7,30,52.6,2.41,"HSPE"
"2706","2009","5306120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22105,"Odessa School District",7,10,66.59,2.86,"HSPE"
"2707","2009","5306150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24105,"Okanogan School District",7,19,25.6,1.69,"HSPE"
"2708","2009","5306180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34111,"Olympia School District",7,414,67.2,2.88,"HSPE"
"2709","2009","5306220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24019,"Omak School District",7,39,36.1,2.05,"HSPE"
"2710","2009","5306240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300,"Onalaska School District",7,13,18.5,1.61,"HSPE"
"2711","2009","5306270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33030,"Onion Creek School District",7,0,NA,NA,"HSPE"
"2712","2009","5306300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28137,"Orcas Island School District",7,13,52,2.52,"HSPE"
"2713","2009","5306330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32123,"Orchard Prairie School District",7,0,NA,NA,"HSPE"
"2714","2009","5306360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10065,"Orient School District",7,0,NA,NA,"HSPE"
"2715","2009","5306390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9013,"Orondo School District",7,6,37.5,2.19,"HSPE"
"2716","2009","5306420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24410,"Oroville School District",7,13,26.5,1.83,"HSPE"
"2717","2009","5306450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27344,"Orting School District",7,82,47.1,2.32,"HSPE"
"2718","2009","5306480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,"Othello School District",7,117,46.79,2.39,"HSPE"
"2719","2009","5306540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38301,"Palouse School District",7,6,37.5,2.19,"HSPE"
"2720","2009","5306570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11001,"Pasco School District",7,330,33.1,2,"HSPE"
"2721","2009","5306600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24122,"Pateros School District",7,8,36.29,2.22,"HSPE"
"2722","2009","5306630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050,"Paterson School District",7,5,50,2.4,"HSPE"
"2723","2009","5306660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21301,"Pe Ell School District",7,15,46.79,2.28,"HSPE"
"2724","2009","5306690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27401,"Peninsula School District",7,467,67.09,2.89,"HSPE"
"2725","2009","5306750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23402,"Pioneer School District",7,21,22.5,1.74,"HSPE"
"2726","2009","5306780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12110,"Pomeroy School District",7,8,29.6,1.92,"HSPE"
"2727","2009","5306820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5121,"Port Angeles School District",7,194,63.6,2.75,"HSPE"
"2728","2009","5306840","96","620 HANCOCK ST","PORT TOWNSEND","WA","98368","LIHTC",24,"194","53","06840","Port Townsend School District",16050,"Port Townsend School District",7,53,44.89,2.38,"HSPE"
"2729","2009","5306840","92","1235 LANDES ST","PORT TOWNSEND","WA","98368","LIHTC",44,"194","53","06840","Port Townsend School District",16050,"Port Townsend School District",7,53,44.89,2.38,"HSPE"
"2730","2009","5306870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36402,"Prescott School District",7,3,15.69,1.78,"HSPE"
"2731","2009","5306900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116,"Prosser School District",7,94,48.2,2.31,"HSPE"
"2732","2009","5306930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38267,"Pullman School District",7,103,64.29,2.85,"HSPE"
"2733","2009","5306960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27003,"Puyallup School District",7,921,56.6,2.63,"HSPE"
"2734","2009","5306990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16048,"Quilcene School District",7,0,NA,NA,"HSPE"
"2735","2009","5307020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5402,"Quillayute Valley School District",7,38,41.29,2.22,"HSPE"
"2736","2009","5307050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14097,"Lake Quinault School District",7,3,15,1.35,"HSPE"
"2737","2009","5307080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13144,"Quincy School District",7,48,29.19,1.89,"HSPE"
"2738","2009","5307110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34307,"Rainier School District",7,37,55.2,2.62,"HSPE"
"2739","2009","5307140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25116,"Raymond School District",7,17,35.39,1.89,"HSPE"
"2740","2009","5307210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22009,"Reardan-Edwall School District",7,21,48.79,2.49,"HSPE"
"2741","2009","5307230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17403,"Renton School District",7,444,42.6,2.2,"HSPE"
"2742","2009","5307260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10309,"Republic School District",7,5,25,2.05,"HSPE"
"2743","2009","5307320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,"Richland School District",7,470,54.6,2.58,"HSPE"
"2744","2009","5307350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,"Ridgefield School District",7,94,55.89,2.58,"HSPE"
"2745","2009","5307380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,"Ritzville School District",7,14,63.6,2.86,"HSPE"
"2746","2009","5307440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32416,"Riverside School District",7,57,51.29,2.43,"HSPE"
"2747","2009","5307470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34401,"Rochester School District",7,80,50,2.51,"HSPE"
"2748","2009","5307560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38320,"Rosalia School District",7,12,63.1,2.78,"HSPE"
"2749","2009","5307620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13160,"Royal School District",7,37,34.2,2.04,"HSPE"
"2750","2009","5307650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28149,"San Juan Island School District",7,51,68.9,2.9,"HSPE"
"2751","2009","5307710","1114","6557 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2752","2009","5307710","1137","6559 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2753","2009","5307710","873","6432 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2754","2009","5307710","566","6420 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2755","2009","5307710","93","801 NINTH AVE","SEATTLE","WA","98104","LIHTC",56,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2756","2009","5307710","815","6419 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2757","2009","5307710","1060","6428 31st Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2758","2009","5307710","1036","6713 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2759","2009","5307710","1113","6561 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2760","2009","5307710","825","6521 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2761","2009","5307710","545","6507 Sylvan Way SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
"2762","2009","5307710","1077","3125 SW Holly St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District",17001,"Seattle Public Schools",7,1655,56.29,2.57,"HSPE"
