"","Year","GEOID","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10","DistrictID","District","Grade","Total_Meeting_Standard","Share_Meeting_Standard","Level","Test"
"1341","2005","5308700","1178","1706 E 41st St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1342","2005","5308700","1172","4102 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1343","2005","5308700","880","4128 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1344","2005","5308700","968","4016 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1345","2005","5308700","798","1745 E 39th St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1346","2005","5308700","951","4022 E Q St","Tacoma","WA","98404","PUB",3,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1347","2005","5308700","988","1720 E 41st St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1348","2005","5308700","202","1500 S G ST","TACOMA","WA","98405","LIHTC",16,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1349","2005","5308700","516","3015 N PEARL ST","TACOMA","WA","98407","LIHTC",215,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1350","2005","5308700","517","1742 E 38TH ST","TACOMA","WA","98404","LIHTC",90,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1351","2005","5308700","758","4002 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1352","2005","5308700","1002","4102 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1353","2005","5308700","999","4116 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1354","2005","5308700","997","4014 E Salishan Blvd","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1355","2005","5308700","709","4136 E Q St","Tacoma","WA","98404","PUB",2,"250","53","08700","Tacoma Public Schools",27010,"Tacoma School District",7,820,35.1,2.03,"WASL"
"1356","2005","5308730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14077,"Taholah School District",7,6,37.5,2,"WASL"
"1357","2005","5308760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17409,"Tahoma School District",7,325,61.7,2.73,"WASL"
"1358","2005","5308790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38265,"Tekoa School District",7,13,76.4,2.99,"WASL"
"1359","2005","5308820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34402,"Tenino School District",7,45,50.5,2.39,"WASL"
"1360","2005","5308850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19400,"Thorp School District",7,6,37.5,1.94,"WASL"
"1361","2005","5308910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21237,"Toledo School District",7,35,46,2.31,"WASL"
"1362","2005","5308940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24404,"Tonasket School District",7,34,49.2,2.47,"WASL"
"1363","2005","5308970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39202,"Toppenish School District",7,53,19.1,1.68,"WASL"
"1364","2005","5309000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36300,"Touchet School District",7,7,29.1,1.83,"WASL"
"1365","2005","5309030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8130,"Toutle Lake School District",7,18,38.2,2.21,"WASL"
"1366","2005","5309060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,"Trout Lake School District",7,6,35.2,1.99,"WASL"
"1367","2005","5309100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34033,"Tumwater School District",7,303,59.7,2.61,"WASL"
"1368","2005","5309150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39002,"Union Gap School District",7,23,35.89,2.12,"WASL"
"1369","2005","5309180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27083,"University Place School District",7,292,62.7,2.79,"WASL"
"1370","2005","5309240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33070,"Valley School District",7,6,16.6,0.91,"WASL"
"1371","2005","5309270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6037,"Vancouver School District",7,745,44.29,2.28,"WASL"
"1372","2005","5309300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17402,"Vashon Island School District",7,105,76,3.16,"WASL"
"1373","2005","5309330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35200,"Wahkiakum School District",7,20,44.39,2.33,"WASL"
"1374","2005","5309360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13073,"Wahluke School District",7,23,18.3,1.49,"WASL"
"1375","2005","5309390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36401,"Waitsburg School District",7,21,50,2.38,"WASL"
"1376","2005","5309450","304","817 N MAIN ST","WALLA WALLA","WA","99362","LIHTC",49,"272","53","09450","Walla Walla School District",36140,"Walla Walla Public Schools",7,200,48.5,2.35,"WASL"
"1377","2005","5309450","514","1423 DRUMHELLER ST","WALLA WALLA","WA","99362","LIHTC",25,"272","53","09450","Walla Walla School District",36140,"Walla Walla Public Schools",7,200,48.5,2.35,"WASL"
"1378","2005","5309480","140","109 ADAMS VIEW DR","WAPATO","WA","98951","LIHTC",25,"273","53","09480","Wapato School District",39207,"Wapato School District",7,70,26.5,1.87,"WASL"
"1379","2005","5309510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13146,"Warden School District",7,16,27.1,1.82,"WASL"
"1380","2005","5309540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6112,"Washougal School District",7,138,59.7,2.67,"WASL"
"1381","2005","5309570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,"Washtucna School District",7,0,NA,NA,"WASL"
"1382","2005","5309600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9209,"Waterville School District",7,13,50,2.26,"WASL"
"1383","2005","5309630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33049,"Wellpinit School District",7,10,37,1.92,"WASL"
"1384","2005","5309660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246,"Wenatchee School District",7,246,42.7,2.28,"WASL"
"1385","2005","5309690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32363,"West Valley School District (Spokane)",7,148,55.39,2.55,"WASL"
"1386","2005","5309720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39208,"West Valley School District (Yakima)",7,230,58,2.62,"WASL"
"1387","2005","5309750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21303,"White Pass School District",7,13,22,1.81,"WASL"
"1388","2005","5309780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27416,"White River School District",7,187,49.2,2.34,"WASL"
"1389","2005","5309810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20405,"White Salmon Valley School District",7,48,55.1,2.49,"WASL"
"1390","2005","5309840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200,"Wilbur School District",7,4,20,1.75,"WASL"
"1391","2005","5309870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25160,"Willapa Valley School District",7,17,60.7,2.53,"WASL"
"1392","2005","5309900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13167,"Wilson Creek School District",7,0,NA,NA,"WASL"
"1393","2005","5309930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21232,"Winlock School District",7,23,41.79,2.03,"WASL"
"1394","2005","5309990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14117,"Wishkah Valley School District",7,8,40,2.35,"WASL"
"1395","2005","5310020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20094,"Wishram School District",7,0,NA,NA,"WASL"
"1396","2005","5310050","416","120 HILLSHIRE DR","WOODLAND","WA","98674","LIHTC",51,"291","53","10050","Woodland School District",8404,"Woodland School District",7,94,54.6,2.47,"WASL"
"1397","2005","5310110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39007,"Yakima School District",7,359,34.79,2.02,"WASL"
"1398","2005","5310140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34002,"Yelm School District",7,200,49.1,2.4,"WASL"
"1399","2005","5310170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39205,"Zillah School District",7,44,39.6,2.18,"WASL"
"1400","2006","#N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21018,"#N/A",7,4,30.69,1.91,"WASL"
"1401","2006","5300001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17216,"Enumclaw School District",7,154,41.89,2.18,"WASL"
"1402","2006","5300002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10070,"Inchelium School District",7,2,16.6,1.5,"WASL"
"1403","2006","5300003","144","2611 ABBOTSFORD LOOP","KELSO","WA","98626","LIHTC",26,"105","53","00003","Kelso School District",8458,"Kelso School District",7,175,41.5,2.22,"WASL"
"1404","2006","5300030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14005,"Aberdeen School District",7,87,33.5,2.01,"WASL"
"1405","2006","5300060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21226,"Adna School District",7,15,38.39,2.15,"WASL"
"1406","2006","5300090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22017,"#N/A",7,0,NA,NA,"WASL"
"1407","2006","5300150","220","806 COMMERCIAL AVE","ANACORTES","WA","98221","LIHTC",25,"3","53","00150","Anacortes School District",29103,"Anacortes School District",7,129,53.7,2.57,"WASL"
"1408","2006","5300240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31016,"Arlington School District",7,249,51.6,2.4,"WASL"
"1409","2006","5300280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,"Asotin-Anatone School District",7,28,52.79,2.35,"WASL"
"1410","2006","5300300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17408,"Auburn School District",7,463,45.5,2.31,"WASL"
"1411","2006","5300330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18303,"Bainbridge Island School District",7,248,83.7,3.22,"WASL"
"1412","2006","5300380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6119,"Battle Ground School District",7,534,57.1,2.56,"WASL"
"1413","2006","5300390","441","12640 NE TENTH PL","BELLEVUE","WA","98005","LIHTC",77,"9","53","00390","Bellevue School District",17405,"Bellevue School District",7,843,69.59,2.88,"WASL"
"1414","2006","5300390","526","1027 140TH AVE SE","BELLEVUE","WA","98005","LIHTC",52,"9","53","00390","Bellevue School District",17405,"Bellevue School District",7,843,69.59,2.88,"WASL"
"1415","2006","5300420","222","110 E CHESTNUT ST","BELLINGHAM","WA","98225","LIHTC",39,"10","53","00420","Bellingham School District",37501,"Bellingham School District",7,470,59.7,2.64,"WASL"
"1416","2006","5300420","219","202 E LAUREL ST","BELLINGHAM","WA","98225","LIHTC",51,"10","53","00420","Bellingham School District",37501,"Bellingham School District",7,470,59.7,2.64,"WASL"
"1417","2006","5300480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27403,"Bethel School District",7,483,32.89,1.99,"WASL"
"1418","2006","5300510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20203,"Bickleton School District",7,0,NA,NA,"WASL"
"1419","2006","5300570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37503,"Blaine School District",7,94,50.2,2.49,"WASL"
"1420","2006","5300630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21234,"Boistfort School District",7,4,33.29,1.92,"WASL"
"1421","2006","5300660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18100,"Bremerton School District",7,126,33.39,2.03,"WASL"
"1422","2006","5300690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24111,"Brewster School District",7,17,22,1.71,"WASL"
"1423","2006","5300720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9075,"Bridgeport School District",7,16,25.3,1.8,"WASL"
"1424","2006","5300750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16046,"Brinnon School District",7,0,NA,NA,"WASL"
"1425","2006","5300780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100,"Burlington-Edison School District",7,141,49.1,2.39,"WASL"
"1426","2006","5300810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6117,"Camas School District",7,248,59.89,2.71,"WASL"
"1427","2006","5300840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5401,"Cape Flattery School District",7,9,25,1.8,"WASL"
"1428","2006","5300870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27019,"Carbonado School District",7,0,NA,NA,"WASL"
"1429","2006","5300950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4228,"Cascade School District",7,54,59.29,2.6,"WASL"
"1430","2006","5300960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4222,"Cashmere School District",7,45,42.79,2.28,"WASL"
"1431","2006","5300990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8401,"Castle Rock School District",7,39,44.79,2.26,"WASL"
"1432","2006","5301050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20215,"Centerville School District",7,0,NA,NA,"WASL"
"1433","2006","5301080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18401,"Central Kitsap School District",7,550,58.2,2.62,"WASL"
"1434","2006","5301110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32356,"Central Valley School District",7,516,52.79,2.53,"WASL"
"1435","2006","5301140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21401,"Centralia School District",7,107,44.89,2.23,"WASL"
"1436","2006","5301170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21302,"Chehalis School District",7,106,55.39,2.52,"WASL"
"1437","2006","5301200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,"Lake Chelan School District",7,57,58.1,2.56,"WASL"
"1438","2006","5301230","444","13513 W SIXTH AVE","AIRWAY HEIGHTS","WA","99001","LIHTC",50,"32","53","01230","Cheney School District",32360,"Cheney School District",7,132,56.1,2.58,"WASL"
"1439","2006","5301260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33036,"Chewelah School District",7,28,34.5,1.97,"WASL"
"1440","2006","5301290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16049,"Chimacum School District",7,41,40.5,2.12,"WASL"
"1441","2006","5301320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,"Clarkston School District",7,101,46.1,2.33,"WASL"
"1442","2006","5301350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19404,"Cle Elum-Roslyn School District",7,26,36.1,2.04,"WASL"
"1443","2006","5301380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16020,"Queets-Clearwater School District",7,0,NA,NA,"WASL"
"1444","2006","5301410","543","2425 96TH ST S","TACOMA","WA","98444","LIHTC",288,"37","53","01410","Clover Park School District",27400,"Clover Park School District",7,314,37.7,2.13,"WASL"
"1445","2006","5301440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38300,"Colfax School District",7,20,35,2.13,"WASL"
"1446","2006","5301470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36250,"College Place School District",7,28,35.39,2.09,"WASL"
"1447","2006","5301500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38306,"Colton School District",7,3,25,2.08,"WASL"
"1448","2006","5301560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33206,"Columbia (Stevens) School District",7,4,21,1.78,"WASL"
"1449","2006","5301590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36400,"Columbia (Walla Walla) School District",7,27,38,2.25,"WASL"
"1450","2006","5301630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33115,"Colville School District",7,95,61.2,2.55,"WASL"
"1451","2006","5301660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29011,"Concrete School District",7,23,29.8,1.77,"WASL"
"1452","2006","5301680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29317,"Conway School District",7,33,66,2.7,"WASL"
"1453","2006","5301800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15204,"Coupeville School District",7,51,55.39,2.58,"WASL"
"1454","2006","5301830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313,"Crescent School District",7,13,56.5,2.12,"WASL"
"1455","2006","5301860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22073,"Creston School District",7,0,NA,NA,"WASL"
"1456","2006","5301890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10050,"Curlew School District",7,10,43.39,2.04,"WASL"
"1457","2006","5301920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26059,"Cusick School District",7,10,40,2.2,"WASL"
"1458","2006","5301980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31330,"Darrington School District",7,19,43.1,2.18,"WASL"
"1459","2006","5302010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22207,"Davenport School District",7,22,53.6,2.41,"WASL"
"1460","2006","5302040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,"Dayton School District",7,14,28,1.92,"WASL"
"1461","2006","5302070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32414,"Deer Park School District",7,85,53.1,2.49,"WASL"
"1462","2006","5302130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27343,"Dieringer School District",7,98,72,2.87,"WASL"
"1463","2006","5302280","223","2820 N CHERRY ST","SPOKANE VALLEY","WA","99216","LIHTC",288,"60","53","02280","East Valley School District (Spokane)",32361,"East Valley School District (Spokane)",7,135,41.7,2.27,"WASL"
"1464","2006","5302310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206,"Eastmont School District",7,218,53.6,2.48,"WASL"
"1465","2006","5302340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19028,"Easton School District",7,0,NA,NA,"WASL"
"1466","2006","5302370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27404,"Eatonville School District",7,68,39.29,2.13,"WASL"
"1467","2006","5302400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31015,"Edmonds School District",7,866,56.1,2.55,"WASL"
"1468","2006","5302460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19401,"Ellensburg School District",7,112,53,2.41,"WASL"
"1469","2006","5302490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14068,"Elma School District",7,75,52.39,2.47,"WASL"
"1470","2006","5302520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38308,"Endicott School District",7,17,62.89,2.52,"WASL"
"1471","2006","5302550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4127,"Entiat School District",7,15,42.79,2.11,"WASL"
"1472","2006","5302610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13165,"Ephrata School District",7,71,43.5,2.3,"WASL"
"1473","2006","5302670","518","1001 E MARINE VIEW DR","EVERETT","WA","98201","LIHTC",259,"73","53","02670","Everett School District",31002,"Everett School District",7,682,48.89,2.37,"WASL"
"1474","2006","5302700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6114,"Evergreen School District (Clark)",7,920,49.89,2.39,"WASL"
"1475","2006","5302820","538","28621 25TH PL S","FEDERAL WAY","WA","98003","LIHTC",85,"76","53","02820","Federal Way School District",17210,"Federal Way School District",7,852,51.1,2.45,"WASL"
"1476","2006","5302850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37502,"Ferndale School District",7,237,59.1,2.57,"WASL"
"1477","2006","5302880","532","2390 MILTON WAY","MILTON","WA","98354","LIHTC",29,"78","53","02880","Fife Public Schools",27417,"Fife School District",7,118,48.5,2.45,"WASL"
"1478","2006","5302910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3053,"Finley School District",7,32,35.89,2.21,"WASL"
"1479","2006","5302940","530","1756 106TH ST S","TACOMA","WA","98444","LIHTC",39,"80","53","02940","Franklin Pierce School District",27402,"Franklin Pierce School District",7,227,34.39,1.98,"WASL"
"1480","2006","5302970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32358,"Freeman School District",7,45,54.2,2.51,"WASL"
"1481","2006","5303000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38302,"Garfield School District",7,7,70,2.8,"WASL"
"1482","2006","5303030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20401,"Glenwood School District",7,0,NA,NA,"WASL"
"1483","2006","5303090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20404,"Goldendale School District",7,48,59.2,2.7,"WASL"
"1484","2006","5303130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13301,"Grand Coulee Dam School District",7,8,18.6,1.69,"WASL"
"1485","2006","5303150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39200,"Grandview School District",7,61,25.89,1.79,"WASL"
"1486","2006","5303180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39204,"Granger School District",7,19,20.6,1.73,"WASL"
"1487","2006","5303210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31332,"Granite Falls School District",7,97,47,2.34,"WASL"
"1488","2006","5303240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23054,"Grapeview School District",7,12,50,2.58,"WASL"
"1489","2006","5303300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6103,"Green Mountain School District",7,0,NA,NA,"WASL"
"1490","2006","5303330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34324,"Griffin School District",7,53,58.79,2.6,"WASL"
"1491","2006","5303360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22204,"Harrington School District",7,10,66.59,2.73,"WASL"
"1492","2006","5303440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13151,"Coulee-Hartline School District",7,8,66.59,2.83,"WASL"
"1493","2006","5303510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39203,"Highland School District",7,30,34,2.03,"WASL"
"1494","2006","5303540","836","9932 10th Ave SW","Seattle","WA","98106","PUB",4,"95","53","03540","Highline School District",17401,"Highline School District",7,415,32.2,1.95,"WASL"
