"","GEOID","Year","FID_1","PROJ_AD","PROJ_CT","PROJ_ST","PROJ_ZI","HOUSING","Units","FID_2","STATEFP10","UNSDLEA10","NAME10"
"690","5307710","2005","682","2802 S Nevada St","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"691","5307710","2005","683","4011 S Holden St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"692","5307710","2006","684","6366 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"693","5307710","2006","685","6331 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"694","5307710","2001","693","7111 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"695","5307710","2005","702","7519 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"696","5307710","2011","704","620 N 130th St","Seattle","WA","98133","PUB",71,"219","53","07710","Seattle School District"
"697","5307710","2012","710","4420 31st Ave S","Seattle","WA","98108","PUB",6,"219","53","07710","Seattle School District"
"698","5307710","2005","711","3902 S Austin St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"699","5307710","2003","712","250 SW Roxbury St","Seattle","WA","98106","PUB",4,"219","53","07710","Seattle School District"
"700","5307710","2003","715","7509 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"701","5307710","2005","718","7423 Rockery Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"702","5307710","2003","719","7560 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"703","5307710","2006","721","6316 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"704","5307710","2005","723","7525 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"705","5307710","2009","727","6439 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"706","5307710","2006","728","6043 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"707","5307710","2006","730","2729 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"708","5307710","2005","731","4515 29th Ave S","Seattle","WA","98108","PUB",38,"219","53","07710","Seattle School District"
"709","5307710","2006","732","5948 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"710","5307710","2009","735","6562 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"711","5307710","2005","736","2916 S Dakota St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"712","5307710","2005","738","2902 S Dakota St","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"713","5307710","2009","739","6704 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"714","5307710","2012","740","4447 31st Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"715","5307710","2005","741","7445 Rockery Dr S","Seattle","WA","98118","PUB",3,"219","53","07710","Seattle School District"
"716","5307710","2008","743","9414 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"717","5307710","2001","744","7223 38th Ave S","Seattle","WA","98118","PUB",7,"219","53","07710","Seattle School District"
"718","5307710","2009","745","3128 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"719","5307710","2001","747","7171 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"720","5307710","2005","748","4018 S Holden St","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"721","5307710","2006","752","6331 30th Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"722","5307710","2006","755","6325 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"723","5307710","2005","757","2831 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"724","5307710","2006","760","6021 30th Ave SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District"
"725","5307710","2005","761","7516 40th Ave S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"726","5307710","2001","762","7243 38th Ave S","Seattle","WA","98118","PUB",8,"219","53","07710","Seattle School District"
"727","5307710","2009","764","6451 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"728","5307710","2012","766","3001 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"729","5307710","2009","767","6719 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"730","5307710","2001","768","7085 Holly Park Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"731","5307710","2012","769","4120 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",6,"219","53","07710","Seattle School District"
"732","5307710","2005","771","3802 S Holly Park Dr","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"733","5307710","2006","772","6310 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"734","5307710","2009","773","6573 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District"
"735","5307710","2006","774","2815 SW Graham St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"736","5307710","2006","775","6339 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"737","5307710","2006","776","6004 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"738","5307710","2009","777","6551 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"739","5307710","2009","778","6522 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"740","5307710","2006","779","2747 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"741","5307710","2005","780","4207 Mlk Jr Way S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"742","5307710","2005","781","4315 Mlk Jr Way S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"743","5307710","2009","782","6552 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"744","5307710","2009","784","6543 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"745","5307710","2006","785","5969 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"746","5307710","2003","786","7552 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"747","5307710","2009","789","6521 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"748","5307710","2005","793","3709 S Othello St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"749","5307710","2005","795","2917 S Snoqualmie St","Seattle","WA","98108","PUB",37,"219","53","07710","Seattle School District"
"750","5307710","2012","796","3002 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"751","5307710","2009","801","6519 30th Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"752","5307710","2011","802","6561 Phinney Ave N","Seattle","WA","98103","PUB",49,"219","53","07710","Seattle School District"
"753","5307710","2006","803","2735 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"754","5307710","2009","805","6556 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"755","5307710","2009","806","3101 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"756","5307710","2005","807","4101 Mlk Jr Way S","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"757","5307710","2003","808","250 SW Roxbury St","Seattle","WA","98106","PUB",4,"219","53","07710","Seattle School District"
"758","5307710","2003","810","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"759","5307710","2009","811","6730 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"760","5307710","2009","813","6707 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"761","5307710","2012","814","4115 30th Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"762","5307710","2009","815","6419 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"763","5307710","2003","819","7541 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"764","5307710","2006","820","6342 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"765","5307710","2008","822","5906 16th Ave S","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"766","5307710","2009","825","6521 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"767","5307710","2006","826","6305 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"768","5307710","2009","831","6536 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"769","5307710","2006","832","6028 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"770","5307710","2009","833","3143 SW Holly St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"771","5307710","2003","834","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"772","5307710","2006","835","5970 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"773","5307710","2012","837","4473 31st Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"774","5307710","2005","839","3721 S Othello St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"775","5307710","2001","841","7163 38th Ave S","Seattle","WA","98118","PUB",7,"219","53","07710","Seattle School District"
"776","5307710","2006","842","3100 SW Graham St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"777","5307710","2012","843","3062 S Oregon St","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"778","5307710","2008","844","9400 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"779","5307710","2009","848","6518 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"780","5307710","2012","850","4451 31st Ave S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"781","5307710","2006","851","6316 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"782","5307710","2012","852","4456 31st Ave S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"783","5307710","2001","853","7185 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"784","5307710","2004","854","11032 Lake City Way NE","Seattle","WA","98125","PUB",3,"219","53","07710","Seattle School District"
"785","5307710","2008","855","9818 5th Ave NE","Seattle","WA","98115","PUB",19,"219","53","07710","Seattle School District"
"786","5307710","2008","856","12532 Greenwood Ave N","Seattle","WA","98133","PUB",6,"219","53","07710","Seattle School District"
"787","5307710","2006","857","6319 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"788","5307710","2006","858","6022 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"789","5307710","2009","859","3216 SW Graham St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"790","5307710","2006","860","5958 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"791","5307710","2006","861","6309 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"792","5307710","2005","862","7609 Rockery Dr S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"793","5307710","2006","863","6319 30th Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"794","5307710","2012","865","3000 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"795","5307710","2009","869","6406 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"796","5307710","2009","873","6432 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"797","5307710","2005","875","2918 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"798","5307710","2005","877","2901 S Dakota St","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"799","5307710","2005","882","7601 Rockery Dr S","Seattle","WA","98118","PUB",3,"219","53","07710","Seattle School District"
"800","5307710","2001","885","7181 38th Ave S","Seattle","WA","98118","PUB",8,"219","53","07710","Seattle School District"
"801","5307710","2005","887","2815 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"802","5307710","2009","889","6542 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"803","5307710","2006","890","2725 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"804","5307710","2006","891","2809 SW Graham St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"805","5307710","2006","892","6058 Lanham Pl SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"806","5307710","2009","893","6422 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"807","5307710","2006","895","6018 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"808","5307710","2001","898","7177 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"809","5307710","2006","900","906 N 101st St Apt 10I1","Seattle","WA","98133","PUB",3,"219","53","07710","Seattle School District"
"810","5307710","2006","903","6020 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"811","5307710","2009","904","6438 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"812","5307710","2005","906","7409 Rockery Dr S","Seattle","WA","98118","PUB",6,"219","53","07710","Seattle School District"
"813","5307710","2006","911","3239 SW Graham St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"814","5307710","2006","912","6322 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"815","5307710","2006","913","6035 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"816","5307710","2006","914","5944 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"817","5307710","2006","915","6319 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"818","5307710","2006","917","6310 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"819","5307710","2005","918","7528 40th Ave S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"820","5307710","2001","923","9405 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"821","5307710","2001","924","9401 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"822","5307710","2005","927","2814 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"823","5307710","2008","929","9408 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"824","5307710","2006","932","6330 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"825","5307710","2009","933","6411 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"826","5307710","2009","934","6407 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"827","5307710","2009","937","6420 31st Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"828","5307710","2009","938","6558 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"829","5307710","2011","940","12702 15th Ave NE","Seattle","WA","98125","PUB",72,"219","53","07710","Seattle School District"
"830","5307710","2006","941","6032 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"831","5307710","2006","943","6031 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"832","5307710","2006","944","3108 SW Raymond St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"833","5307710","2009","945","6421 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"834","5307710","2003","947","7515 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"835","5307710","2006","948","6041 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"836","5307710","2012","949","4440 31st Ave S","Seattle","WA","98108","PUB",6,"219","53","07710","Seattle School District"
"837","5307710","2006","950","5944 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"838","5307710","2003","952","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"839","5307710","2012","955","4130 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",2,"219","53","07710","Seattle School District"
"840","5307710","2001","956","7119 Holly Park Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"841","5307710","2012","958","3054 S Genesee St","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"842","5307710","2009","961","6564 Sylvan Way SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"843","5307710","2006","962","6059 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"844","5307710","2008","963","14355 32nd Ave NE","Seattle","WA","98125","PUB",12,"219","53","07710","Seattle School District"
"845","5307710","2009","964","6433 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"846","5307710","2011","965","3033 California Ave SW","Seattle","WA","98116","PUB",47,"219","53","07710","Seattle School District"
"847","5307710","2005","966","2807 S Adams St","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"848","5307710","2008","967","748 N 95th St","Seattle","WA","98103","PUB",10,"219","53","07710","Seattle School District"
"849","5307710","2006","970","6322 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"850","5307710","2011","972","4628 S Holly St","Seattle","WA","98118","PUB",64,"219","53","07710","Seattle School District"
"851","5307710","2006","974","6012 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"852","5307710","2011","975","320 W Roy St","Seattle","WA","98119","PUB",56,"219","53","07710","Seattle School District"
"853","5307710","2009","976","6450 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"854","5307710","2006","977","5985 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"855","5307710","2009","979","6425 High Point Dr SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"856","5307710","2003","981","7501 24th Ave SW","Seattle","WA","98106","PUB",8,"219","53","07710","Seattle School District"
"857","5307710","2005","982","7500 40th Ave S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"858","5307710","2005","983","2801 S Nevada St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"859","5307710","2005","986","3822 S Holly Park Dr","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"860","5307710","2004","987","11032 Lake City Way NE Apt 213","Seattle","WA","98125","PUB",2,"219","53","07710","Seattle School District"
"861","5307710","2009","991","3115 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"862","5307710","2012","993","3067 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"863","5307710","2010","995","4616 Martin Luther King Jr Way S Apt 102","Seattle","WA","98108","PUB",10,"219","53","07710","Seattle School District"
"864","5307710","2006","996","6339 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"865","5307710","2012","1000","3075 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"866","5307710","2001","1001","7133 Holly Park Dr S","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"867","5307710","2001","1003","7263 38th Ave S","Seattle","WA","98118","PUB",7,"219","53","07710","Seattle School District"
"868","5307710","2009","1005","3135 SW Holly St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"869","5307710","2009","1006","3075 SW Morgan St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"870","5307710","2005","1007","3905 S Holly Park Dr","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"871","5307710","2006","1009","3001 SW Raymond St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"872","5307710","2009","1011","6530 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"873","5307710","2006","1012","6024 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"874","5307710","2012","1016","2961 S Dakota St","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"875","5307710","2005","1018","2841 S Genesee St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"876","5307710","2009","1019","6440 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"877","5307710","2003","1020","5915 Delridge Way SW","Seattle","WA","98106","PUB",12,"219","53","07710","Seattle School District"
"878","5307710","2009","1021","6551 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"879","5307710","2006","1023","6036 Lanham Pl SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District"
"880","5307710","2005","1024","3901 S Austin St","Seattle","WA","98118","PUB",2,"219","53","07710","Seattle School District"
"881","5307710","2006","1025","5920 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"882","5307710","2011","1034","3801 34th Ave W","Seattle","WA","98199","PUB",40,"219","53","07710","Seattle School District"
"883","5307710","2009","1035","6427 29th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"884","5307710","2009","1036","6713 31st Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"885","5307710","2006","1039","3237 SW Graham St","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"886","5307710","2006","1040","3118 SW Raymond St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"887","5307710","2001","1042","9425 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"888","5307710","2012","1045","4202 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",3,"219","53","07710","Seattle School District"
"889","5307710","2006","1047","3208 SW Graham St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"890","5307710","2005","1050","2917 S Adams St","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"891","5307710","2006","1052","6018 30th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"892","5307710","2006","1053","3120 SW Graham St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"893","5307710","2012","1055","4400 31st Ave S","Seattle","WA","98108","PUB",5,"219","53","07710","Seattle School District"
"894","5307710","2006","1057","2743 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"895","5307710","2006","1059","5966 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"896","5307710","2009","1060","6428 31st Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"897","5307710","2011","1063","530 10th Ave E","Seattle","WA","98102","PUB",28,"219","53","07710","Seattle School District"
"898","5307710","2006","1064","6032 Lanham Pl SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"899","5307710","2005","1068","3701 S Othello St","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"900","5307710","2001","1069","9409 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"901","5307710","2006","1070","5952 32nd Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"902","5307710","2009","1072","6541 Sylvan Way SW","Seattle","WA","98126","PUB",8,"219","53","07710","Seattle School District"
"903","5307710","2005","1073","7501 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"904","5307710","2009","1077","3125 SW Holly St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"905","5307710","2006","1078","3204 SW Graham St","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"906","5307710","2012","1079","4310 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"907","5307710","2001","1081","9417 27th Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"908","5307710","2011","1082","1530 NW 57th St","Seattle","WA","98107","PUB",32,"219","53","07710","Seattle School District"
"909","5307710","2008","1084","14349 32nd Ave NE","Seattle","WA","98125","PUB",12,"219","53","07710","Seattle School District"
"910","5307710","2006","1085","2750 SW Macarthur Ln","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"911","5307710","2012","1086","3010 S Genesee St","Seattle","WA","98108","PUB",6,"219","53","07710","Seattle School District"
"912","5307710","2005","1088","7703 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"913","5307710","2009","1089","6434 29th Ave SW","Seattle","WA","98126","PUB",10,"219","53","07710","Seattle School District"
"914","5307710","2006","1090","6352 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"915","5307710","2009","1091","6539 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"916","5307710","2009","1093","6551 32nd Ave SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"917","5307710","2005","1098","7401 Rockery Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"918","5307710","2011","1099","501 NE Ravenna Blvd","Seattle","WA","98115","PUB",35,"219","53","07710","Seattle School District"
"919","5307710","2005","1100","7511 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"920","5307710","2001","1102","7163 Holly Park Dr S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"921","5307710","2010","1103","4616 Martin Luther King Jr Way S","Seattle","WA","98108","PUB",73,"219","53","07710","Seattle School District"
"922","5307710","2006","1107","6312 High Point Dr SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"923","5307710","2005","1109","7711 Mlk Jr Way S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"924","5307710","2005","1110","7643 Rockery Dr S","Seattle","WA","98118","PUB",3,"219","53","07710","Seattle School District"
"925","5307710","2009","1113","6561 31st Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"926","5307710","2009","1114","6557 High Point Dr SW","Seattle","WA","98126","PUB",3,"219","53","07710","Seattle School District"
"927","5307710","2008","1115","9426 27th Ave SW","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"928","5307710","2009","1117","6537 32nd Ave SW","Seattle","WA","98126","PUB",2,"219","53","07710","Seattle School District"
"929","5307710","2005","1118","7510 40th Ave S","Seattle","WA","98118","PUB",4,"219","53","07710","Seattle School District"
"930","5307710","2005","1119","4300 29th Ave S","Seattle","WA","98108","PUB",4,"219","53","07710","Seattle School District"
"931","5307710","2011","1120","4502 SW Wildwood Pl","Seattle","WA","98136","PUB",24,"219","53","07710","Seattle School District"
"932","5307710","2006","1121","3102 SW Raymond St","Seattle","WA","98126","PUB",4,"219","53","07710","Seattle School District"
"933","5307710","2001","1122","7143 38th Ave S","Seattle","WA","98118","PUB",8,"219","53","07710","Seattle School District"
"934","5307710","2008","1126","301 22nd Ave","Seattle","WA","98122","PUB",8,"219","53","07710","Seattle School District"
